timestamp,act_lZygomaticusMajorLandmark,act_lDepressorAnguliOrisLandmark,act_lRisoriusLandmark,act_OrbicularisOrisCenter,act_rZygomaticusMajorLandmark,act_rDepressorAnguliOrisLandmark,act_rRisoriusLandmark,act_lFrontalisInsideLandmark,act_LCorrugatorSuperciliiLandmark,act_rFrontalisInsideLandmark,act_RCorrugatorSuperciliiLandmark,act_RLevatorLabiiSuperiorisLandmark,act_LLevatorLabiiSuperiorisLandmark,act_BridgeOfTheNose,act_LDepressorLabiiInferiorisLandmark,act_RDepressorLabiiInferiorisLandmark,act_lFrontalisOuterLandmark,act_rFrontalisOuterLandmark,act_LOrbicularisOculi,act_ROrbicularisOculi,str_lZygomaticusMajorLandmark,str_lDepressorAnguliOrisLandmark,str_lRisoriusLandmark,str_OrbicularisOrisCenter,str_rZygomaticusMajorLandmark,str_rDepressorAnguliOrisLandmark,str_rRisoriusLandmark,str_lFrontalisInsideLandmark,str_LCorrugatorSuperciliiLandmark,str_rFrontalisInsideLandmark,str_RCorrugatorSuperciliiLandmark,str_RLevatorLabiiSuperiorisLandmark,str_LLevatorLabiiSuperiorisLandmark,str_BridgeOfTheNose,str_LDepressorLabiiInferiorisLandmark,str_RDepressorLabiiInferiorisLandmark,str_lFrontalisOuterLandmark,str_rFrontalisOuterLandmark,str_LOrbicularisOculi,str_ROrbicularisOculi,str_JawSlide,iris_LEye_x,iris_LEye_y,iris_REye_x,iris_REye_y
28.1037,0.00000,0.00000,0.00000,0.05442,0.00000,0.03455,0.00000,0.09805,0.00000,0.09066,0.00000,0.00000,0.00000,0.00000,0.12865,0.14449,0.20703,0.18196,0.00000,0.00000,0.12917,0.01098,0.07560,-0.05442,0.12613,-0.03455,0.01433,-0.09805,0.33817,-0.09066,0.33046,0.07773,0.08055,0.32745,-0.12865,-0.14449,-0.20703,-0.18196,0.87368,0.90275,0.00498,0.02892,0.07622,-0.00645,0.07170
28.1429,0.00000,0.00000,0.00000,0.04533,0.00000,0.02984,0.00000,0.10325,0.00000,0.09335,0.00000,0.00000,0.00000,0.00000,0.13180,0.14825,0.21251,0.18532,0.00000,0.00000,0.13184,0.00571,0.06770,-0.04533,0.12630,-0.02984,0.01390,-0.10325,0.34307,-0.09335,0.33436,0.08473,0.08420,0.33431,-0.13180,-0.14825,-0.21251,-0.18532,0.88849,0.92729,0.00455,0.03072,0.07832,-0.00576,0.07151
28.1837,0.00000,0.00000,0.00000,0.03018,0.00000,0.01901,0.00000,0.10209,0.00000,0.09054,0.00000,0.00000,0.00000,0.00000,0.12356,0.13504,0.21080,0.18000,0.00000,0.00000,0.13515,0.00310,0.05740,-0.03018,0.12820,-0.01901,0.01430,-0.10209,0.34622,-0.09054,0.33619,0.08820,0.08651,0.33435,-0.12356,-0.13504,-0.21080,-0.18000,0.90482,0.94675,0.00095,0.03174,0.08040,-0.00613,0.07333
28.2218,0.00000,0.00000,0.00000,0.00983,0.00000,0.00929,0.00000,0.10371,0.00000,0.09116,0.00000,0.00000,0.00000,0.00000,0.12037,0.12572,0.21106,0.18125,0.00000,0.00000,0.13706,0.00098,0.04883,-0.00983,0.13022,-0.00929,0.01850,-0.10371,0.34859,-0.09116,0.33847,0.09150,0.08971,0.33505,-0.12037,-0.12572,-0.21106,-0.18125,0.91218,0.96852,-0.00292,0.03430,0.08218,-0.00571,0.07341
28.2614,0.00000,0.00226,0.00000,0.00385,0.00000,0.00743,0.00000,0.10412,0.00000,0.09239,0.00000,0.00000,0.00000,0.00000,0.12154,0.12594,0.20789,0.18403,0.00000,0.00000,0.13838,-0.00226,0.04756,-0.00385,0.13194,-0.00743,0.02120,-0.10412,0.34906,-0.09239,0.33948,0.09296,0.09050,0.33828,-0.12154,-0.12594,-0.20789,-0.18403,0.92183,0.98365,-0.00421,0.03732,0.08167,-0.00342,0.06976
28.3003,0.00000,0.00642,0.00000,0.00000,0.00000,0.00618,0.00000,0.10466,0.00000,0.09363,0.00000,0.00000,0.00000,0.00000,0.12500,0.12776,0.20533,0.18513,0.00000,0.00000,0.13663,-0.00642,0.04366,0.00117,0.13257,-0.00618,0.02305,-0.10466,0.35055,-0.09363,0.34167,0.09216,0.08969,0.33909,-0.12500,-0.12776,-0.20533,-0.18513,0.93229,0.99717,-0.00597,0.03974,0.07987,-0.00229,0.06702
28.3401,0.00000,0.01082,0.00000,0.00000,0.00000,0.00833,0.00000,0.10525,0.00000,0.09488,0.00000,0.00000,0.00000,0.00000,0.12825,0.12887,0.20476,0.18551,0.00000,0.00000,0.13482,-0.01082,0.04009,0.00637,0.13352,-0.00833,0.02523,-0.10525,0.35185,-0.09488,0.34363,0.09144,0.08954,0.33953,-0.12825,-0.12887,-0.20476,-0.18551,0.93707,1.00652,-0.00802,0.04231,0.07796,-0.00138,0.06590
28.3794,0.00000,0.01507,0.00000,0.00000,0.00000,0.00878,0.00000,0.10684,0.00000,0.09584,0.00000,0.00000,0.00000,0.00000,0.13348,0.13139,0.20611,0.18427,0.00000,0.00000,0.13358,-0.01507,0.03736,0.01242,0.13327,-0.00878,0.02732,-0.10684,0.35275,-0.09584,0.34464,0.09082,0.08914,0.34155,-0.13348,-0.13139,-0.20611,-0.18427,0.94034,1.01466,-0.01044,0.04440,0.07681,-0.00083,0.06572
28.4183,0.00000,0.01371,0.00000,0.00000,0.00000,0.00652,0.00000,0.10845,0.00000,0.09735,0.00000,0.00000,0.00000,0.00000,0.13092,0.12828,0.20756,0.18557,0.00000,0.00000,0.13157,-0.01371,0.03567,0.01331,0.13141,-0.00652,0.02840,-0.10845,0.35334,-0.09735,0.34506,0.09034,0.08869,0.34012,-0.13092,-0.12828,-0.20756,-0.18557,0.94214,1.02082,-0.01126,0.04586,0.07661,-0.00014,0.06573
28.4572,0.00000,0.01523,0.00000,0.00000,0.00000,0.00767,0.00000,0.10928,0.00000,0.09813,0.00000,0.00000,0.00000,0.00000,0.13354,0.13040,0.20877,0.18589,0.00000,0.00000,0.13070,-0.01523,0.03313,0.01560,0.13134,-0.00767,0.02984,-0.10928,0.35369,-0.09813,0.34565,0.08976,0.08821,0.34049,-0.13354,-0.13040,-0.20877,-0.18589,0.94340,1.02370,-0.01227,0.04650,0.07608,0.00073,0.06582
28.4960,0.00000,0.01530,0.00000,0.00000,0.00000,0.00782,0.00000,0.11065,0.00000,0.09941,0.00000,0.00000,0.00000,0.00000,0.13373,0.13027,0.21043,0.18728,0.00000,0.00000,0.12983,-0.01530,0.03203,0.01629,0.13083,-0.00782,0.03056,-0.11065,0.35406,-0.09941,0.34605,0.08946,0.08806,0.34051,-0.13373,-0.13027,-0.21043,-0.18728,0.94519,1.02655,-0.01259,0.04709,0.07607,0.00122,0.06628
28.5370,0.00000,0.01563,0.00000,0.00000,0.00000,0.00809,0.00000,0.11152,0.00000,0.10004,0.00000,0.00000,0.00000,0.00000,0.13403,0.13043,0.21255,0.18811,0.00000,0.00000,0.12953,-0.01563,0.03089,0.01711,0.13068,-0.00809,0.03095,-0.11152,0.35495,-0.10004,0.34667,0.08918,0.08792,0.34064,-0.13403,-0.13043,-0.21255,-0.18811,0.94496,1.02669,-0.01269,0.04783,0.07613,0.00210,0.06635
28.5758,0.00000,0.01579,0.00000,0.00000,0.00000,0.00749,0.00000,0.11243,0.00000,0.10080,0.00000,0.00000,0.00000,0.00000,0.13275,0.12893,0.21335,0.18841,0.00000,0.00000,0.12910,-0.01579,0.02983,0.01826,0.13033,-0.00749,0.03165,-0.11243,0.35574,-0.10080,0.34722,0.08901,0.08779,0.33973,-0.13275,-0.12893,-0.21335,-0.18841,0.94540,1.02761,-0.01279,0.04809,0.07585,0.00242,0.06628
28.6163,0.00000,0.01623,0.00000,0.00000,0.00000,0.00660,0.00000,0.11353,0.00000,0.10193,0.00000,0.00000,0.00000,0.00000,0.13208,0.12746,0.21451,0.18956,0.00000,0.00000,0.12856,-0.01623,0.02807,0.02016,0.12974,-0.00660,0.03119,-0.11353,0.35593,-0.10193,0.34738,0.08893,0.08804,0.33917,-0.13208,-0.12746,-0.21451,-0.18956,0.94519,1.02767,-0.01310,0.04820,0.07587,0.00259,0.06628
28.6546,0.00000,0.01566,0.00000,0.00000,0.00000,0.00529,0.00000,0.11403,0.00000,0.10231,0.00000,0.00000,0.00000,0.00000,0.13086,0.12593,0.21538,0.19031,0.00000,0.00000,0.12798,-0.01566,0.02703,0.02211,0.12920,-0.00529,0.03129,-0.11403,0.35619,-0.10231,0.34751,0.08908,0.08834,0.33871,-0.13086,-0.12593,-0.21538,-0.19031,0.94529,1.02760,-0.01345,0.04835,0.07584,0.00277,0.06645
28.6936,0.00000,0.01467,0.00000,0.00000,0.00000,0.00394,0.00000,0.11450,0.00000,0.10265,0.00000,0.00000,0.00000,0.00000,0.12912,0.12461,0.21648,0.19094,0.00000,0.00000,0.12729,-0.01467,0.02619,0.02311,0.12868,-0.00394,0.03119,-0.11450,0.35637,-0.10265,0.34761,0.08979,0.08874,0.33849,-0.12912,-0.12461,-0.21648,-0.19094,0.94486,1.02744,-0.01355,0.04839,0.07586,0.00294,0.06648
28.7332,0.00000,0.01341,0.00000,0.00000,0.00000,0.00191,0.00000,0.11484,0.00000,0.10293,0.00000,0.00000,0.00000,0.00000,0.12626,0.12188,0.21758,0.19152,0.00000,0.00000,0.12666,-0.01341,0.02614,0.02421,0.12786,-0.00191,0.03106,-0.11484,0.35636,-0.10293,0.34750,0.09148,0.08977,0.33782,-0.12626,-0.12188,-0.21758,-0.19152,0.94454,1.02672,-0.01374,0.04835,0.07572,0.00321,0.06672
28.7721,0.00000,0.01277,0.00000,0.00000,0.00000,0.00009,0.00000,0.11514,0.00000,0.10295,0.00000,0.00000,0.00000,0.00000,0.12352,0.11884,0.21863,0.19119,0.00000,0.00000,0.12611,-0.01277,0.02634,0.02502,0.12678,-0.00009,0.03089,-0.11514,0.35620,-0.10295,0.34677,0.09264,0.09062,0.33671,-0.12352,-0.11884,-0.21863,-0.19119,0.94422,1.02539,-0.01385,0.04785,0.07537,0.00324,0.06686
28.8112,0.00000,0.01269,0.00000,0.00000,0.00000,0.00040,0.00000,0.11557,0.00000,0.10330,0.00000,0.00000,0.00000,0.00000,0.12268,0.11739,0.21960,0.19156,0.00000,0.00000,0.12586,-0.01269,0.02652,0.02604,0.12675,-0.00040,0.03130,-0.11557,0.35567,-0.10330,0.34591,0.09347,0.09198,0.33624,-0.12268,-0.11739,-0.21960,-0.19156,0.94382,1.02456,-0.01401,0.04753,0.07517,0.00321,0.06692
28.8501,0.00000,0.01207,0.00000,0.00000,0.00000,0.00000,0.00000,0.11604,0.00000,0.10362,0.00000,0.00000,0.00000,0.00000,0.12169,0.11601,0.22104,0.19205,0.00000,0.00000,0.12522,-0.01207,0.02635,0.02666,0.12615,0.00061,0.03119,-0.11604,0.35534,-0.10362,0.34534,0.09355,0.09210,0.33599,-0.12169,-0.11601,-0.22104,-0.19205,0.94180,1.02159,-0.01403,0.04751,0.07495,0.00293,0.06701
28.8891,0.00000,0.01227,0.00000,0.00000,0.00000,0.00000,0.00000,0.11684,0.00000,0.10427,0.00000,0.00000,0.00000,0.00000,0.12143,0.11558,0.22282,0.19261,0.00000,0.00000,0.12453,-0.01227,0.02653,0.02666,0.12526,0.00060,0.03128,-0.11684,0.35539,-0.10427,0.34500,0.09343,0.09183,0.33590,-0.12143,-0.11558,-0.22282,-0.19261,0.94018,1.01820,-0.01401,0.04793,0.07481,0.00263,0.06719
28.9284,0.00000,0.01261,0.00000,0.00000,0.00000,0.00000,0.00000,0.11730,0.00000,0.10427,0.00000,0.00000,0.00000,0.00000,0.12160,0.11552,0.22425,0.19183,0.00000,0.00000,0.12343,-0.01261,0.02668,0.02678,0.12378,0.00058,0.03133,-0.11730,0.35542,-0.10427,0.34415,0.09295,0.09101,0.33574,-0.12160,-0.11552,-0.22425,-0.19183,0.93654,1.01052,-0.01397,0.04839,0.07466,0.00221,0.06750
28.9684,0.00000,0.01348,0.00000,0.00000,0.00000,0.00003,0.00000,0.11845,0.00000,0.10494,0.00000,0.00000,0.00000,0.00000,0.12257,0.11597,0.22599,0.19182,0.00000,0.00000,0.12282,-0.01348,0.02675,0.02612,0.12332,-0.00003,0.03091,-0.11845,0.35373,-0.10494,0.34198,0.09242,0.09051,0.33509,-0.12257,-0.11597,-0.22599,-0.19182,0.93261,1.00596,-0.01372,0.04851,0.07450,0.00200,0.06776
29.0075,0.00000,0.01206,0.00000,0.00000,0.00000,0.00000,0.00000,0.11938,0.00000,0.10592,0.00000,0.00000,0.00000,0.00000,0.12045,0.11287,0.22718,0.19262,0.00000,0.00000,0.12192,-0.01206,0.02706,0.02554,0.12202,0.00167,0.02983,-0.11938,0.35252,-0.10592,0.34047,0.09207,0.09032,0.33476,-0.12045,-0.11287,-0.22718,-0.19262,0.93134,1.00396,-0.01341,0.04846,0.07447,0.00157,0.06799
29.0474,0.00000,0.01324,0.00000,0.00000,0.00000,0.00000,0.00000,0.12055,0.00000,0.10709,0.00000,0.00000,0.00000,0.00000,0.12182,0.11446,0.22847,0.19094,0.00000,0.00000,0.12169,-0.01324,0.02772,0.02610,0.12090,0.00186,0.02935,-0.12055,0.35025,-0.10709,0.33618,0.09162,0.09006,0.33564,-0.12182,-0.11446,-0.22847,-0.19094,0.92847,0.98830,-0.01326,0.05044,0.07368,0.00111,0.06767
29.0868,0.00000,0.01439,0.00000,0.00000,0.00000,0.00000,0.00000,0.12097,0.00000,0.10831,0.00000,0.00000,0.00000,0.00000,0.12369,0.11585,0.22885,0.19187,0.00000,0.00000,0.12137,-0.01439,0.02910,0.02580,0.12015,0.00065,0.02845,-0.12097,0.34708,-0.10831,0.33292,0.09116,0.09050,0.33572,-0.12369,-0.11585,-0.22885,-0.19187,0.92313,0.97370,-0.01296,0.05140,0.07306,0.00096,0.06716
29.1274,0.00000,0.01417,0.00000,0.00000,0.00000,0.00136,0.00000,0.12117,0.00000,0.10907,0.00000,0.00000,0.00000,0.00000,0.12313,0.11506,0.22850,0.19197,0.00000,0.00000,0.12192,-0.01417,0.03226,0.02531,0.12091,-0.00136,0.02933,-0.12117,0.34418,-0.10907,0.33143,0.09190,0.09272,0.33487,-0.12313,-0.11506,-0.22850,-0.19197,0.91810,0.97120,-0.01264,0.05179,0.07257,0.00130,0.06710
29.1689,0.00000,0.01584,0.00000,0.00000,0.00000,0.00676,0.00000,0.11876,0.00000,0.10777,0.00000,0.00000,0.00000,0.00000,0.12322,0.11614,0.22399,0.19182,0.00000,0.00000,0.12440,-0.01584,0.03665,0.02404,0.12412,-0.00676,0.03124,-0.11876,0.33924,-0.10777,0.32838,0.09344,0.09547,0.33350,-0.12322,-0.11614,-0.22399,-0.19182,0.91498,0.97143,-0.01213,0.05190,0.07204,0.00151,0.06710
29.2089,0.00000,0.01555,0.00000,0.00000,0.00000,0.00794,0.00000,0.11221,0.00000,0.10109,0.00000,0.00000,0.00000,0.00000,0.12391,0.11706,0.21164,0.17666,0.00000,0.00000,0.12479,-0.01555,0.04168,0.02402,0.12347,-0.00794,0.03068,-0.11221,0.32603,-0.10109,0.31468,0.09315,0.09514,0.33097,-0.12391,-0.11706,-0.21164,-0.17666,0.91406,0.97281,-0.01167,0.05223,0.07125,0.00215,0.06683
29.2483,0.00000,0.02213,0.00000,0.00000,0.00000,0.00562,0.00000,0.09725,0.00000,0.09180,0.00000,0.00000,0.00000,0.00000,0.09202,0.08522,0.14854,0.12608,0.00000,0.00000,0.10132,-0.02213,0.02788,0.02409,0.09138,-0.00562,0.01339,-0.09725,0.27033,-0.09180,0.26414,0.09179,0.09321,0.29595,-0.09202,-0.08522,-0.14854,-0.12608,0.22573,0.20962,-0.01109,0.04895,-0.05429,-0.00258,-0.06015
29.2870,0.00000,0.00661,0.00799,0.00000,0.00000,0.01281,0.01148,0.07690,0.00000,0.08155,0.00000,0.00000,0.00000,0.00000,0.03298,0.02674,0.09548,0.10080,0.38691,0.34938,0.06359,-0.00661,-0.00799,0.02543,0.06639,-0.01281,-0.01148,-0.07690,0.18272,-0.08155,0.19154,0.08424,0.08970,0.21539,-0.03298,-0.02674,-0.09548,-0.10080,-0.38691,-0.34938,-0.00631,0.05591,-0.23463,-0.02533,-0.25085
29.3256,0.00000,0.01536,0.02918,0.00000,0.00000,0.03906,0.01402,0.05008,0.00000,0.05984,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05128,0.07467,0.58359,0.49847,0.03709,-0.01536,-0.02918,0.03424,0.04874,-0.03906,-0.01402,-0.05008,0.12943,-0.05984,0.14754,0.07534,0.08587,0.11199,0.01665,0.02290,-0.05128,-0.07467,-0.58359,-0.49847,-0.00771,0.05757,-0.26752,-0.03693,-0.28811
29.3652,0.00000,0.01410,0.02957,0.00000,0.00000,0.01916,0.00893,0.05362,0.00000,0.05820,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04912,0.05807,0.32538,0.24574,0.02426,-0.01410,-0.02957,0.02274,0.02879,-0.01916,-0.00893,-0.05362,0.11791,-0.05820,0.13212,0.06895,0.08112,0.06874,0.03729,0.04756,-0.04912,-0.05807,-0.32538,-0.24574,-0.00975,0.04800,-0.05625,-0.03191,-0.04014
29.4049,0.00000,0.01550,0.02800,0.00000,0.00000,0.01101,0.00735,0.05919,0.00000,0.06121,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05703,0.05434,0.19449,0.13414,0.01663,-0.01550,-0.02800,0.01317,0.01983,-0.01101,-0.00735,-0.05919,0.11438,-0.06121,0.12474,0.06159,0.07361,0.05849,0.02437,0.03729,-0.05703,-0.05434,-0.19449,-0.13414,-0.00956,0.03679,-0.01153,-0.02971,0.01225
29.4403,0.00000,0.01576,0.02389,0.00000,0.00000,0.01661,0.00000,0.05789,0.00000,0.06038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05397,0.05190,0.13115,0.06415,0.01068,-0.01576,-0.02389,0.01112,0.01731,-0.01661,0.00129,-0.05789,0.10831,-0.06038,0.11728,0.05205,0.06578,0.05281,0.01119,0.02381,-0.05397,-0.05190,-0.13115,-0.06415,-0.01244,0.03430,0.01375,-0.02133,0.05351
29.4788,0.00000,0.01039,0.02340,0.00000,0.00000,0.01468,0.00000,0.05491,0.00000,0.05747,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04918,0.04720,0.12448,0.05742,0.00610,-0.01039,-0.02340,0.00900,0.01479,-0.01468,0.00359,-0.05491,0.10162,-0.05747,0.10976,0.04468,0.05817,0.04845,0.00908,0.02062,-0.04918,-0.04720,-0.12448,-0.05742,-0.01302,0.03419,0.01626,-0.01562,0.05147
29.5210,0.00268,0.01598,0.02366,0.00000,0.00000,0.01857,0.00000,0.05270,0.00000,0.05510,0.00000,0.00000,0.00000,0.00000,0.00715,0.00000,0.04621,0.04665,0.11646,0.05607,-0.00268,-0.01598,-0.02366,0.00704,0.00591,-0.01857,0.00506,-0.05270,0.08955,-0.05510,0.09772,0.03082,0.04053,0.03968,-0.00715,0.00280,-0.04621,-0.04665,-0.11646,-0.05607,-0.01306,0.03335,-0.00364,-0.01246,0.03497
29.5642,0.00556,0.01291,0.02334,0.00000,0.00000,0.01775,0.00000,0.04888,0.00000,0.05127,0.00000,0.00000,0.00000,0.00000,0.00931,0.00035,0.04179,0.04364,0.11224,0.04708,-0.00556,-0.01291,-0.02334,0.00636,0.00343,-0.01775,0.00413,-0.04888,0.08077,-0.05127,0.08911,0.02351,0.03164,0.03522,-0.00931,-0.00035,-0.04179,-0.04364,-0.11224,-0.04708,-0.01229,0.03254,-0.01311,-0.00965,0.01943
29.6045,0.00752,0.01901,0.02647,0.00000,0.00000,0.02543,0.00000,0.04407,0.00000,0.04756,0.00000,0.00000,0.00000,0.00000,0.01798,0.00761,0.03882,0.04343,0.09935,0.02930,-0.00752,-0.01901,-0.02647,0.01205,0.00458,-0.02543,0.00524,-0.04407,0.07341,-0.04756,0.08282,0.02014,0.02999,0.03261,-0.01798,-0.00761,-0.03882,-0.04343,-0.09935,-0.02930,-0.01273,0.03217,-0.01300,-0.00724,0.01431
29.6437,0.01163,0.00373,0.02714,0.00000,0.00000,0.01376,0.00000,0.03406,0.00000,0.03869,0.00000,0.00000,0.00000,0.00000,0.00262,0.00000,0.03047,0.03681,0.07485,0.01153,-0.01163,-0.00373,-0.02714,0.01780,0.00173,-0.01376,0.00163,-0.03406,0.06014,-0.03869,0.07032,0.01391,0.02463,0.02446,-0.00262,0.00669,-0.03047,-0.03681,-0.07485,-0.01153,-0.01275,0.03101,-0.01173,-0.00683,0.01047
29.6845,0.01587,0.00000,0.02726,0.00000,0.00167,0.00719,0.00295,0.02729,0.00000,0.03351,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02380,0.03506,0.04568,0.00000,-0.01587,0.00933,-0.02726,0.02358,-0.00167,-0.00719,-0.00295,-0.02729,0.05001,-0.03351,0.06249,0.00698,0.01874,0.01738,0.00653,0.01436,-0.02380,-0.03506,-0.04568,0.02155,-0.01235,0.02981,-0.00510,-0.00410,0.01200
29.7251,0.01859,0.00000,0.02620,0.00000,0.00470,0.00535,0.00844,0.02232,0.00000,0.02942,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01978,0.03384,0.00944,0.00000,-0.01859,0.01502,-0.02620,0.03151,-0.00470,-0.00535,-0.00844,-0.02232,0.04212,-0.02942,0.05597,0.00194,0.01411,0.01217,0.00875,0.01570,-0.01978,-0.03384,-0.00944,0.06459,-0.01174,0.02739,0.00426,-0.00011,0.01720
29.7635,0.02043,0.00000,0.02607,0.00000,0.00699,0.00499,0.01033,0.01946,0.00000,0.02711,0.00000,0.00166,0.00000,0.00000,0.00000,0.00000,0.01614,0.03238,0.00000,0.00000,-0.02043,0.01634,-0.02607,0.03384,-0.00699,-0.00499,-0.01033,-0.01946,0.03601,-0.02711,0.05075,-0.00166,0.01025,0.00948,0.00836,0.01479,-0.01614,-0.03238,0.03264,0.10608,-0.01132,0.02118,0.01065,0.00181,0.01989
29.7978,0.02197,0.00000,0.02541,0.00000,0.00926,0.00555,0.01168,0.01696,0.00000,0.02526,0.00000,0.00486,0.00000,0.00000,0.00000,0.00000,0.01172,0.03152,0.00000,0.00000,-0.02197,0.01846,-0.02541,0.03563,-0.00926,-0.00555,-0.01168,-0.01696,0.02906,-0.02526,0.04484,-0.00486,0.00670,0.00689,0.00761,0.01256,-0.01172,-0.03152,0.05499,0.13298,-0.01098,0.01103,0.01326,0.00253,0.02034
29.8325,0.02178,0.00000,0.02596,0.00000,0.00948,0.00850,0.01216,0.01639,0.00000,0.02474,0.00000,0.00540,0.00000,0.00000,0.00000,0.00000,0.00961,0.03085,0.00000,0.00000,-0.02178,0.01485,-0.02596,0.03645,-0.00948,-0.00850,-0.01216,-0.01639,0.02659,-0.02474,0.04270,-0.00540,0.00556,0.00659,0.00387,0.00828,-0.00961,-0.03085,0.06441,0.14423,-0.01079,0.00460,0.01500,0.00241,0.02152
29.8766,0.02134,0.00000,0.02508,0.00000,0.01007,0.01325,0.01229,0.01415,0.00000,0.02234,0.00000,0.00630,0.00000,0.00000,0.00487,0.00028,0.00664,0.02774,0.00000,0.00000,-0.02134,0.00762,-0.02508,0.03651,-0.01007,-0.01325,-0.01229,-0.01415,0.02262,-0.02234,0.03856,-0.00630,0.00390,0.00660,-0.00487,-0.00028,-0.00664,-0.02774,0.08293,0.15833,-0.01060,-0.00263,0.01710,0.00155,0.02203
29.9209,0.02084,0.00000,0.02339,0.00000,0.01072,0.01084,0.01234,0.01204,0.00000,0.01967,0.00000,0.00673,0.00000,0.00000,0.00423,0.00000,0.00471,0.02481,0.00000,0.00000,-0.02084,0.00812,-0.02339,0.03592,-0.01072,-0.01084,-0.01234,-0.01204,0.01830,-0.01967,0.03332,-0.00673,0.00250,0.00579,-0.00423,0.00022,-0.00471,-0.02481,0.10049,0.17277,-0.01020,-0.00602,0.01931,0.00093,0.02439
29.9631,0.02085,0.00000,0.02334,0.00000,0.01104,0.01014,0.01375,0.01101,0.00000,0.01867,0.00000,0.00693,0.00000,0.00000,0.00145,0.00000,0.00290,0.02379,0.00000,0.00000,-0.02085,0.00964,-0.02334,0.03584,-0.01104,-0.01014,-0.01375,-0.01101,0.01528,-0.01867,0.03036,-0.00693,0.00207,0.00481,-0.00145,0.00199,-0.00290,-0.02379,0.10409,0.17904,-0.00939,-0.00711,0.01919,0.00201,0.02492
29.9968,0.02061,0.00000,0.02261,0.00000,0.01106,0.00987,0.01425,0.01021,0.00000,0.01758,0.00000,0.00643,0.00000,0.00000,0.00046,0.00000,0.00202,0.02257,0.00000,0.00000,-0.02061,0.01008,-0.02261,0.03481,-0.01106,-0.00987,-0.01425,-0.01021,0.01276,-0.01758,0.02750,-0.00643,0.00245,0.00471,-0.00046,0.00227,-0.00202,-0.02257,0.10714,0.18260,-0.00876,-0.00846,0.01882,0.00272,0.02484
30.0322,0.02050,0.00000,0.02198,0.00000,0.01097,0.00956,0.01411,0.01016,0.00000,0.01748,0.00000,0.00614,0.00000,0.00000,0.00045,0.00000,0.00105,0.02188,0.00000,0.00000,-0.02050,0.01050,-0.02198,0.03440,-0.01097,-0.00956,-0.01411,-0.01016,0.01214,-0.01748,0.02671,-0.00614,0.00277,0.00487,-0.00045,0.00181,-0.00105,-0.02188,0.10779,0.18236,-0.00862,-0.00987,0.01853,0.00276,0.02448
30.0758,0.02003,0.00000,0.02158,0.00000,0.01062,0.00984,0.01458,0.00954,0.00000,0.01670,0.00000,0.00577,0.00000,0.00000,0.00000,0.00000,0.00000,0.01947,0.00000,0.00000,-0.02003,0.01071,-0.02158,0.03309,-0.01062,-0.00984,-0.01458,-0.00954,0.01009,-0.01670,0.02427,-0.00577,0.00278,0.00455,0.00014,0.00167,0.00079,-0.01947,0.11022,0.18303,-0.00781,-0.01135,0.01809,0.00295,0.02354
30.1111,0.01980,0.00000,0.02175,0.00000,0.01023,0.01079,0.01579,0.00938,0.00000,0.01636,0.00000,0.00547,0.00000,0.00000,0.00000,0.00000,0.00000,0.01743,0.00000,0.00000,-0.01980,0.01077,-0.02175,0.03236,-0.01023,-0.01079,-0.01579,-0.00938,0.00741,-0.01636,0.02135,-0.00547,0.00309,0.00442,0.00028,0.00115,0.00254,-0.01743,0.11079,0.18055,-0.00696,-0.01167,0.01693,0.00310,0.02239
30.1467,0.01951,0.00000,0.02170,0.00000,0.01018,0.01149,0.01648,0.00969,0.00000,0.01668,0.00000,0.00546,0.00000,0.00000,0.00000,0.00000,0.00000,0.01769,0.00000,0.00000,-0.01951,0.01060,-0.02170,0.03249,-0.01018,-0.01149,-0.01648,-0.00969,0.00669,-0.01668,0.02052,-0.00546,0.00300,0.00407,0.00053,0.00114,0.00204,-0.01769,0.11066,0.17967,-0.00665,-0.01173,0.01666,0.00306,0.02177
30.1902,0.01915,0.00000,0.02135,0.00000,0.00981,0.01276,0.01659,0.01037,0.00000,0.01757,0.00000,0.00539,0.00000,0.00000,0.00048,0.00035,0.00000,0.01866,0.00000,0.00000,-0.01915,0.01059,-0.02135,0.03176,-0.00981,-0.01276,-0.01659,-0.01037,0.00545,-0.01757,0.01947,-0.00539,0.00273,0.00355,-0.00048,-0.00035,0.00143,-0.01866,0.11049,0.17886,-0.00628,-0.01249,0.01642,0.00290,0.02098
30.2296,0.01814,0.00000,0.02030,0.00000,0.00865,0.01624,0.01605,0.01119,0.00000,0.01835,0.00000,0.00535,0.00000,0.00000,0.00392,0.00456,0.00000,0.01920,0.00000,0.00000,-0.01814,0.00831,-0.02030,0.03139,-0.00865,-0.01624,-0.01605,-0.01119,0.00510,-0.01835,0.01901,-0.00535,0.00241,0.00327,-0.00392,-0.00456,0.00078,-0.01920,0.11032,0.17774,-0.00610,-0.01292,0.01625,0.00252,0.02018
